lasso_alpha,base_ridge_alpha,svr_c,svr_epsilon,rf_tree_depth,gbt_tree_depth,gbt_lr,meta_ridge_alpha,nmae
2.8938128432440693,4.658730498701864,0.7495530920576023,0.44970608593759404,10.58581611270619,3.8201926358863085,0.3762922975504567,2.1454432258973073,-0.30991741490228303
3.850222981704962,3.8772938193965816,2.033661229989013,0.2584235727706474,18.531085566108626,9.371096618666822,0.038001598508995815,2.073451004309316,-0.3007476802757375
0.5759581592291049,1.0654973800101557,1.68199530014125,0.4857871051370657,3.7388293535399653,6.126994898270379,0.4415147950649761,1.7533674555683738,-0.33481837801937814
0.24600135322841513,2.7094413639627097,1.934937440226262,0.2070259680956854,3.127694307369246,16.3539536042133,0.16618209666048353,1.0599303036535457,-0.3052262264454466
3.066828559394016,3.0614520724367105,4.009904724510264,0.23147286516707963,6.6628143035164,16.89585830996178,0.0939194105405262,3.8555405081189256,-0.3027561281155605
2.5543800555502076,3.0602623068341424,0.8330134820390991,0.48185491642757045,9.289874434809931,15.66446375844214,0.04821948509547204,4.047079313891463,-0.2976083253118094
2.2367995134995877,3.6217061837981617,4.589140616705349,0.23525571952424396,15.96888753923193,18.657530544728253,0.137871092541185,1.8195514583032213,-0.3123717393345233
2.420781802381451,1.932325909787933,0.5003946810629013,0.2239543932324444,7.739266243165398,11.58992828829103,0.058990471740144296,3.1691432922557645,-0.29662568423991675
0.3938700979369404,4.066764814400834,3.6415348599843393,0.2910918754534367,4.710602071855332,4.886252769544846,0.09817495748702369,1.7400349552744416,-0.30794046625712324
4.52277194783856,1.0037716008733546,2.10580350429168,0.1819079738057028,16.18928083563714,18.08501999591197,0.40418294362330487,4.618981988458475,-0.31333766173103533
2.9738715900678634,2.485010700813205,3.9303401415478505,0.18247222159717388,10.677716200320212,16.116227226460843,0.07781992186268477,3.808212722376127,-0.30437149878888536
3.091555211119927,4.534321856219946,4.0437922090877745,0.2846723027904195,6.524601531083395,10.306290612499946,0.23599461172600447,2.2272288195290653,-0.3071737389380952
4.245922335572299,4.763750618819397,2.3903433180754767,0.2505358964406483,11.901666794368717,13.399897482162158,0.3236048207347787,1.0004896314538148,-0.3140330991736167
4.733160221933482,0.7939133531035583,4.51859011737015,0.45529401658716556,6.253092081483209,18.153690632096527,0.33978999859909476,3.551837411177844,-0.31313416580761116
0.8697462967991457,1.8374922033887755,0.3440670351744098,0.2434355541960083,16.007147375278567,3.5491850870071184,0.27775844905751124,2.655830939383553,-0.30406441463241535
1.1745691601013704,0.8029352317318872,1.0256327117231825,0.46292246429676587,8.663419143135108,18.199501815841913,0.48402453627818237,3.5713201098081098,-0.33055819268852177
3.5192200275650323,0.9949353240630027,4.4616612669635,0.3444978259832089,8.637308658440586,15.171436063513987,0.30735047153819545,2.5845648284569442,-0.3134029479306097
1.3010734748606052,0.19647637002079132,2.51209997541864,0.19701851541133727,5.42707941831617,13.723277983663497,0.2892127758491225,0.22436558649781602,-0.3011959721502435
4.288036391964223,3.021058924713386,1.0552186627936837,0.06916623175794769,18.727822985419067,11.327787782460472,0.1245598950326189,2.3940984776658993,-0.2928273933959901
0.7636765326390595,0.694953628211689,2.6416304590759916,0.4291033399198856,8.702319494365595,3.2945761528910977,0.4364802847167102,3.9048586421362304,-0.3125570906094727
0.1,3.8991696670473615,0.10000000472070138,0.010000051487723914,19.531255300231784,14.857944792635427,0.09513241053395338,5.0,-0.2961109760803854
5.0,4.640949315584768,4.9999999999758415,0.01,20.0,3.0,0.01,4.999999999993667,-0.2964347222792952
5.0,0.1,5.0,0.010000058734098734,3.104032441801261,3.0,0.01,0.45117516295645105,-0.28963195332483715
4.718086244471815,3.9357808527357845,0.3482484069686512,0.417373000107639,3.8235427146229584,19.701051694308465,0.031711192710834016,0.1289309714068046,-0.3232362719881889
1.242994317155448,1.1973516530584154,0.2098809307299912,0.3218913994335299,19.899060397985973,19.693038634830483,0.03892139843088438,0.3343550325148053,-0.32298509676724696
4.959545702229926,0.1888020651144782,0.1538398288715085,0.034038604247983155,17.842131068513076,3.4679844312574875,0.2912677487273228,4.881196325474994,-0.302305667697162
4.54575588123347,4.845326625186661,4.505905200020085,0.18476591240751913,3.574675631141096,3.2011713379265254,0.019169960717497082,4.812643557508841,-0.2887134247478122
